;reviewId;userName;userImage;text;score;thumbsUpCount;reviewCreatedVersion;tweetcreatedts;replyContent;repliedAt;result
10;ce47b91a-4d7f-4200-a149-8231d2529308;dinda dinda;https://play-lh.googleusercontent.com/a/AEdFTp7bdAH8ATfi76X_1CBtGDiFLrIBItFcLP3ZJucU=mo;Knpa loading mulu pas bukk aplikasinya, tolong cepat di perbaiki aplikasinya;1;0;1.3.21;25/11/2022 03:31;;;[{'label': 'POSITIVE', 'score': 0.9882456064224243}]
11;ee2948e8-c81b-420c-9e1b-1f5a5a1df9d2;Narindya Mentari;https://play-lh.googleusercontent.com/a/AEdFTp6nOYje2oF-4oK8eKS6n1K5WShZ0P5-J1vXPWKP=mo;Tolong banget aplikasinya kenapa ini? Nungguin aplikasinya loading sampe mau nangis tetap gak muncul-muncul. Semoga bisa ditingkatkan lagi;3;2;1.3.21;23/11/2022 07:39;;;[{'label': 'POSITIVE', 'score': 0.5601488947868347}]
12;717cf4a7-dda3-4da8-b8ec-c2a162318160;Nopirman Syahputra;https://play-lh.googleusercontent.com/a-/AD5-WCmzqICWevIrWKkxAOpLd0xvSZ6TLWQYmeT2a5QQ1Q;Oke La, Jika Admin Penghubung, Pejabat Penghubung dan Admin Instansi dapat menjalankan fungsinya dengan baik;5;0;1.3.21;22/11/2022 07:07;;;[{'label': 'POSITIVE', 'score': 0.9975099563598633}]
13;1f8bcb7e-795f-4adb-b7dd-5627459c1175;dedi jannatan;https://play-lh.googleusercontent.com/a-/AD5-WCmdEt7pJ-HbBeZvZ8PUbwRL12qyhgdjKt8z_9lcqA;moga bisa membantu;5;0;;19/11/2022 10:05;;;[{'label': 'POSITIVE', 'score': 0.961419939994812}]
14;4037e616-cfde-40a1-9e54-808e82d938a0;Yudhi irawan;https://play-lh.googleusercontent.com/a-/AD5-WCmZc3tFpljKYZAN2tRSjKMIgrn8FlUty0TNLRuP3M8;Padahal sinyal bagus. Tapi sering error;1;0;;17/11/2022 04:44;;;[{'label': 'NEGATIVE', 'score': 0.9953305721282959}]
15;8bd716d8-eee7-4b92-bdc3-df938457e60f;Agus saputra TV;https://play-lh.googleusercontent.com/a-/AD5-WCnvFlf0xYQ80MCU5DOOn2MudQeK1UaESN_23EFb_w;mantab langsung d respone oleh pihak terkait;5;0;1.3.21;14/11/2022 00:41;;;[{'label': 'POSITIVE', 'score': 0.992061972618103}]
16;fab44018-3bc2-4127-a147-60a6f3c8329b;Dede Muryadi;https://play-lh.googleusercontent.com/a-/AD5-WCnmzbBf-iwf_KnGZSaz-yFnpt5h3kiiTwSRVAue;Diminta daftar.. Okeh sy daftar, begitu login username dan password di bilang salah dan ga bs login... Bagaimana mau lapor pengaduan?????;1;0;1.3.21;11/11/2022 16:17;;;[{'label': 'POSITIVE', 'score': 0.9972208738327026}]
17;2f8b7cdf-a8af-43a0-ab8a-ab316e4b6fa6;Barack Arsyad Kamayel;https://play-lh.googleusercontent.com/a-/AD5-WCloniZVfuZpgkImJMMoOe696G56uDocRfSSrMgj;Aplikasi formalitas , tidak memberikan pelayanan terbaik;1;0;;09/11/2022 09:41;;;[{'label': 'NEGATIVE', 'score': 0.9807177186012268}]
18;8ce0ca97-63b2-4b92-be0b-4e49e5ff08cf;Syafrin Piliang;https://play-lh.googleusercontent.com/a-/AD5-WCnucPA0zzMdT5-Nqt9alnrZUnhdo9a0LfFVUfNeyg;Tadi dah Saya kasi Bintang 5 tp gak jd krna Aplikasi di Instal Error truss,..ada apa dgn SP4N LAPOR,..??;1;0;;07/11/2022 17:04;;;[{'label': 'NEGATIVE', 'score': 0.9918630123138428}]
19;9cc86046-9df4-4b2f-82d3-7bcb2b02da29;Ahmad Airlangga;https://play-lh.googleusercontent.com/a-/AD5-WCmXXxwnIJduYQzNB2TXawfIq1E68rVCER-RMrZ-HQ;Percuma lapor;1;0;1.3.21;03/11/2022 16:49;;;[{'label': 'POSITIVE', 'score': 0.9921514987945557}]
20;f1acadc5-f109-41a5-ae6e-25adcca50013;Rangga Aditya;https://play-lh.googleusercontent.com/a/AEdFTp7-J8Ro_lvJNoPJtpI7rJ-1fnI00ps7GgXNSc90=mo;Laporannya gak pernah di tindak lanjuti.paraah percuma pke aplikasi ini tidak berguna;1;0;1.3.20;02/11/2022 01:51;;;[{'label': 'POSITIVE', 'score': 0.991422712802887}]
21;8eca0291-1805-4a11-8f34-35ba5f7a3448;Oman Olop;https://play-lh.googleusercontent.com/a/AEdFTp4OT8mbLCdIf4RMOzrayMT9oWRSgJz9aznaoNkF=mo;Wellcome to +62 laporan hanya angin berlalu tak pernah ter realisasi. Udah biasa;1;0;;01/11/2022 14:14;;;[{'label': 'POSITIVE', 'score': 0.9985798597335815}]
22;7746c630-8fee-4add-aa96-a21ce262ef2c;Suprapto;https://play-lh.googleusercontent.com/a-/AD5-WCkwvS30UzolKfy35wje4SMpSydMUI8CoWElOaJu;8 hari lapor di sini, belum ada tanggapan dari instansi terkait,;2;0;;27/10/2022 03:46;;;[{'label': 'POSITIVE', 'score': 0.9968101382255554}]
23;8a73feed-dad7-4eec-80de-87d90b3cd6c4;XERGANIV EL;https://play-lh.googleusercontent.com/a-/AD5-WCm5Ng6eIUj6N9nLISAR5oUkXLVGv559utGYtetnQek;tidak ada tindakan nyata dari setiap laporan, aplikasi ga berfaedah...;1;1;1.3.21;24/10/2022 04:32;;;[{'label': 'POSITIVE', 'score': 0.9918667674064636}]
24;8f670d44-9a3c-4830-ae3d-970a803aef2a;Rizki Wahyu;https://play-lh.googleusercontent.com/a-/AD5-WCmbWJQvqt6YUzaq6_AgK4GdsiOvzrkkomLYhLgYHsE;tidak ada tindak lanjut;1;0;1.3.21;23/10/2022 16:15;;;[{'label': 'POSITIVE', 'score': 0.9849416017532349}]
25;290bc4d0-def1-4dbf-b147-54472d7078c4;Landy R M;https://play-lh.googleusercontent.com/a-/AD5-WClduY2wDawJave0i7LhdDOI_H9xJ-JsjHfXkVM-pw;laporan tidak di tanggapi dan saat kirim laporan selalu error atau tidak bisah kirim;1;2;1.3.21;23/10/2022 03:34;;;[{'label': 'NEGATIVE', 'score': 0.9949740171432495}]
26;a8d93c1b-0180-48bd-a35a-e085fa541ba0;M Badrussalam;https://play-lh.googleusercontent.com/a-/AD5-WCksClZOW_tC6YsmUlO72fDHvVSbNNPe4NAHPkPI;Saya apresiasi terhadap pihak terkait yang membuat dan memperjuangkan aspirasi-aspirasi seluruh lapisan masyarakat.;5;0;1.3.21;22/10/2022 22:28;;;[{'label': 'POSITIVE', 'score': 0.9975646734237671}]
27;c26ae96b-64ba-49a4-bb12-fd6ca57456b1;The Joe;https://play-lh.googleusercontent.com/a/AEdFTp49YLDZPX-HcydlZq32D7I5nmvI5dNTXXez6Jgm=mo;Apps bodoh di back sekali ke back semua, saya tau gaji nya kecil tpi tunjangannya besar knp pengembangannya udh pakai uang rakyat kok masih tetap bodoh gitu;1;0;1.3.21;21/10/2022 11:43;;;[{'label': 'POSITIVE', 'score': 0.9937191009521484}]
28;289e3d14-85f1-4ea2-9d3b-0dd57dbd7b5c;Kabur kanginan;https://play-lh.googleusercontent.com/a/AEdFTp6ufpPczplcDlp3o2Bzg9vpfGQv9IxQFcx123a5=mo;Sy butuh betul;5;0;;20/10/2022 15:17;;;[{'label': 'POSITIVE', 'score': 0.9045464396476746}]
29;7439de95-5d5c-4e38-baee-5259d62b33c3;MUHAMMAD JAOHARUDDIN;https://play-lh.googleusercontent.com/a-/AD5-WCnVlxeM4LbB6tJ8yf2m3VuTF8P6IgTorrS2d0JAyA;Pernah bikin laporan beberapa kali di tahun 2021 tapi sampai saat ini laporan tsb tidak pernah di tanggapi. Jika memang pemerintah serius dalam menanggapi segala aspirasi rakyatnya, seharusnya bisa lebih tanggap dalam setiap laporan yang diberikan oleh masyarakat. Kalo seperti ini seolah-olah hanya mengakali rakyat. Di bilangnya masyarakat disuruh lapor tp laporannya malah tidak di tindak-lanjuti. Payah;1;1;1.3.21;20/10/2022 13:03;;;[{'label': 'POSITIVE', 'score': 0.9880853891372681}]
30;fa12222f-dccd-4d6a-9358-db9c2ffa7c15;Irfan Rakasiwi;https://play-lh.googleusercontent.com/a/AEdFTp6iEuAqBMRJkB6ItazGpNaqwq6RlF73KJ3-PBgH=mo;Gmna mau ngadu kalau aplikasinya saja gk berfungsi;1;0;1.3.21;20/10/2022 03:20;;;[{'label': 'POSITIVE', 'score': 0.987396776676178}]
31;b768e5f4-d442-45f5-babd-2da97339df3d;Yustinus Buulolo;https://play-lh.googleusercontent.com/a-/AD5-WClPRp8PIIK67FyclKHaUg1VHpAzq29SfFIXfrGXfA;Aplikasi yang sangat bermanfaat;5;0;1.3.21;20/10/2022 02:15;;;[{'label': 'POSITIVE', 'score': 0.9846155047416687}]
32;9aee0554-0f7e-4af8-917f-9cc26b50a710;Ahmadi Adi;https://play-lh.googleusercontent.com/a-/AD5-WClvcxLi5GAQuAOWBpIo-3rbTqCC5dvSFaZ9lhtAbA;Aplikasi ini bukan resmi milik pemerintah, hanya mirror aplikasi pemerintah dan hanya bikin HP bermasalah baiknya langsung ke website saja SP4N LAPOR;1;0;1.3.21;19/10/2022 00:10;;;[{'label': 'POSITIVE', 'score': 0.9871516227722168}]
33;d830f2ee-eb48-4ad3-813b-1803c33ed038;Steven Philip;https://play-lh.googleusercontent.com/a/AEdFTp4kz2tuzosORRCzOZopItOb59XtdjKpLwoC1B-F=mo;Hiioriol niir KK orang yu ang op kutimal;4;0;1.3.21;15/10/2022 10:14;;;[{'label': 'POSITIVE', 'score': 0.9887344241142273}]
34;04bdf027-aad8-4a7d-9b01-0dada6082dcf;chamvredx “To” Suto;https://play-lh.googleusercontent.com/a-/AD5-WCn27ocEfpxmzDKjTyYoEg1qkHMOvtsBF5xPzze_Dg;Internal server error saat kirim laporan;1;0;1.3.21;15/10/2022 10:02;;;[{'label': 'NEGATIVE', 'score': 0.9978925585746765}]
35;6ce5f3e5-f636-4fd0-80e8-a8ae5613d70b;indra permana;https://play-lh.googleusercontent.com/a/AEdFTp7J0T1JclI_xjIl6OqicwCZsheJ_gK4hZu9fief=mo;"Alih-alih ingin membantu masyarakat yang memerlukan respon cepat dan akurat bahkan hanya sekedar tanggapan informasi, namun tidak bisa membantu lebih lanjut di tahap akhir pelaporan terkait tahapan proses aplikasi ini. Terlebih untuk di tindak lanjuti lebih jauh dan memuaskan. Selamat datang di dunia ""PR4NK"".";2;0;1.3.21;11/10/2022 16:43;;;[{'label': 'POSITIVE', 'score': 0.9958863854408264}]
36;417f076f-2a78-4c1b-bf39-b5918fd91b20;Imam Subakti;https://play-lh.googleusercontent.com/a-/AD5-WCnyl8ZqlhhJMYkf9yWTW3ajXb6HsYTAHba8myNyHQ;B*r*k;1;0;;11/10/2022 02:48;;;[{'label': 'NEGATIVE', 'score': 0.9885661005973816}]
37;a8472041-4afc-4f9e-ae4c-09e781d1eba4;Nawang Kayyisah;https://play-lh.googleusercontent.com/a/AEdFTp5FUaYWgv-vYhq6rNkE9zK7qHR896ebPMCX4TuL=mo;Lapor tidak seperti dulu, awal ada... sekarang proses laporan tidak berjalan.. payah! Padahal laporan begitu penting,seolah formalitas aja;1;0;1.3.21;06/10/2022 04:23;;;[{'label': 'POSITIVE', 'score': 0.9942529797554016}]
38;2343842d-7d63-4006-bc32-73efaf3571eb;I ?2?_NY;https://play-lh.googleusercontent.com/a-/AD5-WCmhEuwecYz0NDqnb8_AalkCZ7Wab1ikpPQGqUDrDA;Instansi kepolisian paling parah ,kadang sampai 1 tahun laporan belum juga diproses;1;0;1.2.8;04/10/2022 15:35;;;[{'label': 'POSITIVE', 'score': 0.8480141758918762}]
39;8af49db7-a8aa-4116-9f93-2ca8c68382d9;PANWASCAM TRANGKIL;https://play-lh.googleusercontent.com/a-/AD5-WCndhV6yR5yKjMk7iwuuTqjupOZYzIr-BK5ouBUN;Aplikasi tidak bisa di gunakan;1;0;;04/10/2022 13:55;;;[{'label': 'NEGATIVE', 'score': 0.8908015489578247}]
40;94b693da-6141-4653-9018-1f7eedf9a6c2;Roni Munandar;https://play-lh.googleusercontent.com/a/AEdFTp7Wj2UXgHNVngOrWeBm3Wmec3Tc37doT-qpeAC7=mo;keren;5;0;1.3.21;03/10/2022 07:37;;;[{'label': 'POSITIVE', 'score': 0.9856633543968201}]
41;b3db62fd-df5a-449f-b223-7915e97f124e;Ridwan Adriyani;https://play-lh.googleusercontent.com/a-/AD5-WCnomP33LrPtJBEWddrh6Ih-t-68uzME_WgjK-yv;Maju terus.;5;0;;02/10/2022 13:42;;;[{'label': 'POSITIVE', 'score': 0.9972838163375854}]
42;db9adc82-68c1-4a46-8831-5d4259a904e6;Muhammad Subli;https://play-lh.googleusercontent.com/a-/AD5-WCmUHVuczUMAhpT_ZVcB8c9tIsr6UVpAgPPop_H3;Aplikasi belum sempurna;1;0;1.3.21;29/09/2022 13:17;;;[{'label': 'POSITIVE', 'score': 0.9980897307395935}]
43;9a539d33-9083-4761-baff-be5e9133c875;Loxi Blue;https://play-lh.googleusercontent.com/a-/AD5-WCl-PZ0iRqU6cQGTe34ej249J52KPAmW-EpucZWQ;Apk lemot;1;0;1.3.21;29/09/2022 05:58;;;[{'label': 'POSITIVE', 'score': 0.793182373046875}]
44;39d5569e-23c1-43dc-a4fa-842faaac1bbb;chiank young;https://play-lh.googleusercontent.com/a-/AD5-WCn74HkEqM_xoojaRaBBWB858cuRVf6jUEftIaHIjw;Jaringan penuh tapi muter terus susah dikirim laporannya;1;0;1.3.21;29/09/2022 04:47;;;[{'label': 'POSITIVE', 'score': 0.9898532032966614}]
45;352bfc43-5342-4946-b920-5a96d7e27a98;Eduard Ndraha;https://play-lh.googleusercontent.com/a-/AD5-WCm1SvyXciMYwaHae0Wfq3zxfuZug7F_a4o-MOMzRA;Aplikasi tak guna, sudah daftar. Pas mau masuk tidak bisa.nama pengguna/password salah,padahal sudah benar dimasukkan;1;0;;27/09/2022 14:31;;;[{'label': 'POSITIVE', 'score': 0.9701758623123169}]
46;f6891886-ed19-4329-8fe7-212114ae479d;Al Fatir;https://play-lh.googleusercontent.com/a-/AD5-WCkycPKnGhNzVyv53ZnBYTdvyGLMCYqiO2_4LdOw;Ni apk berfungsi ga si.??? Dh dftr buat email tp mo msk ga bs ketrngan username atw pass slh gmn si. Msk lwt fb jg gk bs. Ap gunay ni apk klo gk bs dpke oon. Msk dbkin mudah aj pke no hp mang gk bs y.. Dh isi data apk gk bs dpke tolol. Gmn mo lapor msk ke apk aj gk bs. Apk kemensos gk brguna. Mo lapor jg apky gk brguna. Apaan kya gni dodol.;3;0;1.3.21;27/09/2022 10:27;;;[{'label': 'NEGATIVE', 'score': 0.8337386250495911}]
47;b72145c7-cf38-4506-a243-5d1c85c2a7c8;ubaedillah 92;https://play-lh.googleusercontent.com/a-/AD5-WCkmvFzMWX6qpzSQX53lKeh-z6hGFnJ3KGzxfbfS;Sangat membantu;5;0;1.3.21;27/09/2022 08:01;;;[{'label': 'POSITIVE', 'score': 0.9877661466598511}]
48;cc5436b9-72c8-4c81-ad10-cedde3d85d1a;Azmiadra DJiwan Kwok ll;https://play-lh.googleusercontent.com/a-/AD5-WCna8GOG65fjwJZNGVaIJsE-XYaw2LHtRdyg539SuQ;Masak udah 1 hri gk selesai2 duwonlod aplikasi nya..;1;0;;27/09/2022 04:31;;;[{'label': 'POSITIVE', 'score': 0.9892004728317261}]
49;5e7973c3-c2e2-4f6e-b656-96f929534344;Hy Dy;https://play-lh.googleusercontent.com/a/AEdFTp6PEccDFHggx5h_zz7lXGMUqpq56NBAozEsikVC=mo;Aplikasi tidak berfungsi baik, laporan dianggurin teros tanpa tindakan meski udah didisposisi, kolom komentar isinya internal server error. Dah lah report aja;1;0;;24/09/2022 19:21;;;[{'label': 'NEGATIVE', 'score': 0.9967712759971619}]
50;598169c7-d544-4ff5-a5d4-dd9decae046e;Anugrah Podomoro;https://play-lh.googleusercontent.com/a/AEdFTp7HRx4jYz213NGQcqaUBD4bS9sofV2UiHb07_Wl=mo;Aplikasi ciri khas project mainan pemerintah rating nya ma rumah makan padang masih gedean rating rumah makan padang kelaut aja lah;1;0;;23/09/2022 00:02;;;[{'label': 'POSITIVE', 'score': 0.9910807013511658}]
51;62c01e0c-4d56-4577-897e-147b597fd4dd;Gerald Evan;https://play-lh.googleusercontent.com/a/AEdFTp5jr_tQC3MttUu8LtMPrTtfwdApE2zjsBxGo-8hLQ=mo;Laporan sudah jelas dan lengkap tapi malah diarsipkan oleh admin. Udah responnya lama malah dibilang tidak jelas. Gak berguna banget aplikasi. Melaporkan permasalahan tapi tidak ingin menyelesaikan masalah.;1;7;1.3.21;16/09/2022 08:50;;;[{'label': 'NEGATIVE', 'score': 0.9873226284980774}]
52;43a07686-5dea-451f-a298-7821c7c73bb9;Devina Farisha;https://play-lh.googleusercontent.com/a-/AD5-WClUMrZz_Vt9dqEFQWxKIlfiWltYYunRfS_2kgOI;Ngga guna responnya lelet;1;0;1.3.21;16/09/2022 05:48;;;[{'label': 'NEGATIVE', 'score': 0.9970858693122864}]
53;2badaecb-3199-40af-96de-a3673d36b107;Regi Novemda;https://play-lh.googleusercontent.com/a-/AD5-WCnT34oRHwVabv_nOvyEWY-geMg09hmcjyZ4eBEgb7Q;Tidak ada tindak lanjut. Aplikasi gx bermanfaat;1;0;1.3.21;13/09/2022 00:37;;;[{'label': 'POSITIVE', 'score': 0.9966525435447693}]
54;091fd20a-93ce-46b5-b12c-b3ae9db9fc29;Eko Suhardi;https://play-lh.googleusercontent.com/a-/AD5-WCnIp-i7v_tLWrXoNaMF2v1XmlkRT_tiq02cxgrFDA;Padahal aplikasi bagus dan sangat membantu masyarakat.Tapi dlm bbrp minggu ini sering error... Hayo dunk bapak Admin, terus semangat. Terima kasih Admin SPAN LAPOR mau mendengarkan keluhan masy. Biasa spt saya;4;0;1.3.21;11/09/2022 14:58;;;[{'label': 'NEGATIVE', 'score': 0.9877424240112305}]
55;b59eacdf-e61d-4706-aa6f-969944d026cd;akbarudin rizky;https://play-lh.googleusercontent.com/a-/AD5-WCl3pDRV5zAyLMSU6AhfMc8QtZEoQkktWYx503L93A;Aplikasi ga ada gunanya...tidak menyelesaikan masalah.... aplikasi lapor kok malah masalahnya cuman di teruskan saja...aplikasi apa sekretaris;1;0;1.3.21;11/09/2022 10:38;;;[{'label': 'POSITIVE', 'score': 0.9883816838264465}]
56;18ccb82f-db8f-486b-9b41-92aac5099b8b;Sololololol lol;https://play-lh.googleusercontent.com/a-/AD5-WCn_wzarPo_DUDS02PYs-0atNwuvkyCnTXZFzBN26w;Sering Internal server error : server error, sangat lelet sekali, mau baca pengaduan aspirasi masyarakat/rakyat sangat banyak loadingnya, mohon dibenahi;1;0;1.3.21;08/09/2022 08:12;;;[{'label': 'NEGATIVE', 'score': 0.9982039928436279}]
57;8a42f81d-f80e-4036-8f80-e57e3d80e4a5;Yogie Irawan;https://play-lh.googleusercontent.com/a/AEdFTp4LzMiMMAA33FWBO0dLbVXadpuiaHZHNjlYqJaU=mo;Aplikasi asal bikin, laporan ya hanya sebatas cerpen doank, gak ditanggapi;1;0;1.3.21;08/09/2022 00:20;;;[{'label': 'POSITIVE', 'score': 0.9930481314659119}]
58;f54503d4-c30d-4236-99d7-8fc16317e6d2;MEGA BUANA PITALOKA;https://play-lh.googleusercontent.com/a-/AD5-WCnTto3-kqDlcufxX95blUTKec3Rw88No4NZLaG7bQ;maaf saya kasih bintang 3 aja sbb aplikasinya sering eror;3;0;1.3.21;06/09/2022 04:18;;;[{'label': 'POSITIVE', 'score': 0.9897631406784058}]
59;b8e78247-43a1-455b-84c2-41a24a4c6b40;Pgcnt;https://play-lh.googleusercontent.com/a-/AD5-WCmDcvIUvqGLCvkR-Svokus0M44S_IwjCpm4y5fxPw;Mantap... Laporan mendapatkan respon dan penyelesaian. Thanks a lot ??????;5;0;;05/09/2022 10:18;;;[{'label': 'POSITIVE', 'score': 0.9988431930541992}]
60;1bafbdcb-1f76-4ce3-b0d2-b961dc838356;Yudi Kusnawan;https://play-lh.googleusercontent.com/a-/AD5-WCnMw1naD8pHFuWpoBtsaxnXah9BfxGKwZZ-ImluJw;Tidak bisa kirim laporan;1;0;1.3.21;05/09/2022 08:19;;;[{'label': 'POSITIVE', 'score': 0.9560582637786865}]
61;03c38e7f-b028-4923-9d49-de11e9d78878;LATANI ASEP ARANDI;https://play-lh.googleusercontent.com/a-/AD5-WCl6Uv1UNZ0LO7bQu6RvHxqGoZ1NDYqIOgj--Mw2bw;Banyakkan eror;1;0;1.3.21;05/09/2022 06:13;;;[{'label': 'POSITIVE', 'score': 0.9886614084243774}]
62;8e048e08-3ddb-42cf-ba96-44d19988071c;Rikza Muzaqi Channel;https://play-lh.googleusercontent.com/a-/AD5-WClH8pw2cZNDBC6BG1iKMyAYG6ypSR_o7AawEFh_SA;Bagus cepet respon;5;0;;05/09/2022 02:42;;;[{'label': 'POSITIVE', 'score': 0.9935426712036133}]
63;8bc33429-de8e-4412-9e0c-c69d5795c6fd;Oetjip BM;https://play-lh.googleusercontent.com/a-/AD5-WCkP1DKGf7UrC3FXXgGG7WaUXsE872HhX8MlzuffZw;Ini apk ko gk bisa di buka... Buruk;1;0;1.3.21;01/09/2022 02:12;;;[{'label': 'NEGATIVE', 'score': 0.9431049227714539}]
64;2ba34328-8aea-46b8-9daf-378ce63979df;Jumadul (Dul);https://play-lh.googleusercontent.com/a-/AD5-WCkWJks6xh-9brWEiXrAhrSjXTxkXs4ierIBpFav;Semoga bermanfaat buat Indonesia hebat , Insya Allah;5;0;1.3.21;30/08/2022 13:23;;;[{'label': 'POSITIVE', 'score': 0.9944514632225037}]
65;283dab69-0502-4fb3-9dd3-e4904e4bbeab;Nicolas Bae;https://play-lh.googleusercontent.com/a/AEdFTp7_Hv212SCyx6Nz8rxUedH_mpGm5BGYjJoYO3cj=mo;Sudah 2tahun terakhir Makai aplikasi ini, Makin rame pengunjung,service nya makin eror,sudah capek-capek ngetik,gak bisa di kirim... Kurang besar keknya gaji pengurus sp4n lapor, Apa takut ada yang di laporkan karena kebobrokan???? Aplikasi tak ada guna Sangat TIDAK BERGUNA,service eror. Sampai tanggal 30-08-2022 ini...;1;29;1.3.21;30/08/2022 09:29;;;[{'label': 'POSITIVE', 'score': 0.9740163683891296}]
66;0295007d-78af-4dcd-823e-ac64b9d0cac4;Slamet Firman Arifin;https://play-lh.googleusercontent.com/a-/AD5-WCn8S8RFrW0K0siCxppvNGdtLI0KL1Lc0gBq3oNtX-o;Masih banyak bug;1;0;1.3.21;30/08/2022 09:05;;;[{'label': 'NEGATIVE', 'score': 0.9884486794471741}]
67;08b84967-0464-4d87-b852-d7fe572419fd;Arie Theodorus;https://play-lh.googleusercontent.com/a-/AD5-WCltw6rejrBtIPFDLLs2rdkojI4O31i6xAlbz_bl;Aplikasi sialan, trus aja minta pasword alfanumerik;1;0;1.3.21;29/08/2022 09:50;;;[{'label': 'POSITIVE', 'score': 0.9937239289283752}]
68;b81a25d0-d63d-46bb-a38b-1c52f76c2aa3;Robert Deniero;https://play-lh.googleusercontent.com/a-/AD5-WCnK5jwDJfXPxxyCxkwbo7mHTrrVfqL_wwrPVQHYMw;"Jika tidak bener"" Niat untuk melayani laporan via aplikasi, baiknya ga usah di buat pak, laporan mau di kirim asyik eror terus. Habisin anggaran negara aja klean";1;0;1.3.21;29/08/2022 08:23;;;[{'label': 'POSITIVE', 'score': 0.9938375353813171}]
69;4d2cd171-4719-4e47-bdc2-c3c92f39d1c1;Zoryadi;https://play-lh.googleusercontent.com/a-/AD5-WCmpAAykYS05ZZiZjitU2tqJTvazlY70Js5OTu9sIQ;Belum di coba;4;0;;27/08/2022 07:54;;;[{'label': 'POSITIVE', 'score': 0.9982470273971558}]
